6157,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),3.95,en-US,272,18,TarcherPerigee,Young Adult,22
6159,Reservation Blues,3.98,eng,306,11163,Grove Press,Children's,31
6163,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,4.44,eng,1040,4589,Everyman's Library,Fantasy,30
6167,Music & Silence,3.95,eng,485,2923,Washington Square Press,Self-help,11
6173,The Periodic Table,4.21,en-GB,194,101,Penguin Group(CA),Thriller,34
6174,Survival in Auschwitz,4.32,eng,187,29099,Simon  Schuster,Non-fiction,38
6175,The Reawakening,4.29,eng,230,1269,Touchstone,Fantasy,43
6176,The Drowned and the Saved,4.4,eng,170,3542,Abacus,Self-help,46
6180,The Monkey's Wrench,3.92,eng,192,601,Penguin,Mystery,36
6182,Primo Levi: A Life,4.11,eng,640,104,Picador,Children's,21
6184,Wuthering Heights,3.85,eng,279,2155,Penguin Books,Horror,24
6192,Disgrace,3.84,eng,220,61545,Penguin Books,Non-fiction,28
6194,Waiting for the Barbarians,3.94,eng,152,18097,Penguin Books,Historical Fiction,10
6197,The Lives of Animals,3.69,eng,136,1930,Princeton University Press,Horror,41
6198,Boyhood: Scenes from Provincial Life,3.79,eng,166,3162,Penguin Books,Horror,24
6200,Youth,3.79,eng,176,4931,Penguin Books,Young Adult,23
6207,Age of Iron,3.84,eng,198,2976,Penguin Books,Children's,39
6216,The Wife (Kristin Lavransdatter  #2),4.15,eng,402,2116,Penguin Classics,Fantasy,32
6217,Kristin Lavransdatter (Kristin Lavransdatter  #1-3),4.28,eng,1144,7210,Penguin Books,Children's,47
6218,The Axe (The Master of Hestviken  #1),4.21,eng,304,496,Vintage,Science Fiction,30
6219,The Cross (Kristin Lavransdatter  #3),4.29,eng,366,1803,Penguin Classics,Young Adult,48
6220,The Wreath (Kristin Lavransdatter  #1),4.02,eng,305,3831,Penguin Classics,Dystopian,22
6221,The Mistress of Husaby (Kristin Lavransdatter  #2),4.15,en-US,384,167,Vintage,Children's,38
6222,Jenny,3.79,eng,330,549,Steerforth,Science Fiction,48
6224,The Unknown Sigrid Undset: Jenny and Other Works,4.19,eng,406,48,Steerforth Press,Self-help,18
6226,Gunnar's Daughter,4.18,eng,161,848,Penguin Classics,Western,50
6227,The Snake Pit (The Master of Hestviken  #2),4.23,eng,240,349,Vintage,Fantasy,45
6230,The Son Avenger (The Master of Hestviken  #4),4.4,en-US,288,275,Vintage,Fantasy,29
6240,An Imaginary Life,3.88,eng,156,1552,Vintage,Thriller,47
6245,The Great World,3.88,eng,336,539,Vintage,Horror,31
6253,A Very Long Engagement,3.91,eng,320,79,Vintage,Children's,44
6259,Birdsong,4.09,eng,483,57513,Vintage International,Western,35
6273,The Collected Poems of Wilfred Owen,4.34,eng,192,3151,New Directions,Western,36
6286,Murder in Foggy Bottom (Capital Crimes  #17),3.71,en-US,368,688,Fawcett,Memoir,44
6288,The Road,3.97,eng,241,606433,Alfred A. Knopf,Biography,26
6290,The Road to Serfdom,4.18,eng,272,258,Routledge,Fantasy,34
6291,Road of the Patriarch (Forgotten Realms: The Sellswords  #3),4.19,eng,346,6274,Wizards of the Coast,Dystopian,36
6293,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,3.96,en-US,964,448,Rick Steves,Memoir,47
6294,Howl's Moving Castle (Howl's Moving Castle  #1),4.29,eng,329,161582,Harper Trophy,Non-fiction,45
6295,Howl and Other Poems,4.13,eng,56,85143,City Lights,Mystery,46
6296,When Rabbit Howls,4.04,eng,400,262,Berkley,Biography,32
6297,The Art of Howl's Moving Castle,4.51,eng,256,2874,VIZ Media LLC,Historical Fiction,15
6298,Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,4.22,eng,208,180,Harper Perennial Modern Classics,Fantasy,35
6302,The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,4.35,eng,312,193,America's Test Kitchen,Western,45
6310,Charlie and the Chocolate Factory (Charlie Bucket  #1),4.13,eng,176,558799,Puffin Books,Self-help,34
6311,Charlie and the Chocolate Factory: A Play,4.33,eng,89,2760,Puffin Books,Non-fiction,26
6316,Charlie and the Chocolate Factory (Abridged),3.86,en-US,40,12,Puffin,Western,20
6326,Collected Stories,4.39,eng,850,346,Alfred A. Knopf,Romance,32
6329,Roald Dahl Treasury,4.43,eng,448,2143,Viking Juvenile,Mystery,38
6332,Dirty Beasts,4.01,eng,32,4075,Puffin Books,Self-help,35
6334,Never Let Me Go,3.82,eng,288,380646,Vintage Books,Romance,38
6335,Never Let Me Go,3.82,eng,288,1177,Vintage Books,Fantasy,11
6339,Never Let Me Go,3.82,eng,10,323,Books on Tape,Romance,14
6340,Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,4.3,eng,326,118,Paul Dry Books,Horror,15
6341,Paradoxes of Education in a Republic,4.28,eng,178,29,University of Chicago Press,Historical Fiction,38
6342,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,4.58,eng,378,20,Paul Dry Books,Thriller,11
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,4.42,eng,435,10,Paul Dry Books,Mystery,31
6346,Phaedo,4.04,eng,118,94,Focus,Horror,46
6360,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,4.16,eng,144,31,Paul Dry Books,Fantasy,47
6366,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),3.88,eng,336,1226,William Morrow Paperbacks,Young Adult,46
6367,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),3.81,eng,384,1614,Avon,Fantasy,11
6388,The Da Vinci Code (Robert Langdon  #2),3.84,eng,522,2780,Doubleday Publishing (NY),Historical Fiction,36
6407,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,3.98,en-US,208,37,NAL,Historical Fiction,26
6414,Mother God: The Feminine Principle to Our Creator,4.05,en-US,128,469,Hay House,Children's,24
6418,Thanksgiving,3.6,eng,228,10637,HarperTorch,Thriller,20
6419,Plum Lovin' (Stephanie Plum  #12.5),3.72,eng,164,47315,St. Martin's Press,Horror,41
6422,Four to Score (Stephanie Plum  #4),4.17,eng,313,117541,St. Martin's Press,Fantasy,15
6424,Seven Up (Stephanie Plum  #7),4.16,en-US,337,103618,St. Martin's Press,Biography,24
6425,Hard Eight (Stephanie Plum  #8),4.17,eng,326,101730,St. Martin's Press,Memoir,26
6426,Motor Mouth (Alex Barnaby #2),3.68,eng,312,22251,HarperCollins,Memoir,29
6438,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,4.25,eng,353,722,Little  Brown,Mystery,23
6440,Ivanhoe,3.75,eng,541,73757,Penguin Books /Penguin Classics,Young Adult,20
6441,Ivanhoe,3.96,en-US,56,178,Chronicle Books,Historical Fiction,49
6459,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,3.73,eng,244,30,Berkley,Biography,37
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,4.27,eng,424,242,Regnery History,Fantasy,35
6462,His Excellency: George Washington,3.92,eng,320,32978,Vintage,Young Adult,49
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),4.08,eng,30,835,Applewood Books,Thriller,45
6475,George Washington's Sacred Fire,4.18,eng,1200,694,Providence Forum Press,Western,19
6480,Waverley,3.43,eng,463,69,Oxford University Press,Mystery,25
6482,The Antiquary,3.83,eng,528,354,Oxford University Press,Horror,37
6483,Rob Roy,3.7,eng,576,26,Modern Library,Romance,50
6505,Prozac Nation,3.59,eng,384,895,Riverhead Books,Western,31
6511,Girl  Interrupted: Screenplay based on the book,4.02,eng,167,253,Faber & Faber,Self-help,42
6524,How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,3.86,eng,192,2152,St. Martin's Press,Horror,44
6526,Book of the Dead (Kay Scarpetta  #15),3.65,eng,511,23107,Putnam Adult,Non-fiction,47
6527,At Risk (Winston Garano  #1),3.41,eng,212,422,G. P. Putnam's Sons,Self-help,35
6528,Predator (Kay Scarpetta  #14),3.68,eng,453,23630,Berkley Publishing Group,Thriller,16
6530,Trace (Kay Scarpetta  #13),3.78,eng,401,25822,Berkley,Dystopian,18
6534,Postmortem (Kay Scarpetta  #1),4.02,eng,342,193117,Pocket Books,Biography,12
6536,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),4.29,en-US,822,476,Smithmark Publishers,Young Adult,11
6537,From Potter's Field (Kay Scarpetta  #6),4.04,eng,383,46084,Berkley Books,Thriller,15
6539,The Body Farm (Kay Scarpetta  #5),4.05,eng,351,57415,Berkley,Science Fiction,20
6540,Trace (Kay Scarpetta  #13),3.78,en-US,11,46,Penguin Audio,Fantasy,42
6541,Cause of Death (Kay Scarpetta  #7),3.93,eng,356,38823,Berkley Books,Romance,14
6542,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),4.16,eng,0,202,HarperAudio,Science Fiction,50
6543,At Risk (Winston Garano  #1),3.41,en-US,289,10084,Berkley Books,Self-help,33
6544,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),4.16,eng,672,30,Scribner,Romance,14
6545,In the Dark of the Night,3.88,eng,324,4278,Ballantine Books,Biography,14
6546,Perfect Nightmare,3.89,eng,384,3721,Ballantine Books,Young Adult,17
6549,  said the shotgun to the head.,4.22,en-US,192,2762,MTV Books,Horror,50
6550,Early Color,4.73,eng,156,144,Steidl,Non-fiction,48
6551,Herzog,3.78,eng,371,16550,Penguin Classics,Memoir,43
6552,Midnight Voices,3.75,eng,384,2756,Ballantine Books,Historical Fiction,42
6553,The Manhattan Hunt Club,3.98,eng,384,4889,Ballantine Books,Biography,10
6556,Shadows,3.93,eng,393,10824,Bantam,Children's,39
6557,The Presence,3.76,eng,432,2699,Ballantine Books,Thriller,49
6562,Creature,3.84,eng,416,10047,Bantam,Thriller,29
6568,Asylum (Blackstone Chronicles  #6),4.1,eng,97,932,Fawcett,Self-help,45
6572,Suffer the Children,3.91,en-US,378,28001,Dell,Western,47
6588,The Big Bad Wolf  (Alex Cross  #9),3.99,eng,400,42096,Grand Central Publishing,Dystopian,46
6595,Big Bad Wolf,3.8,eng,359,123,Love Spell,Self-help,48
6611,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,3.55,eng,263,1166,Three Rivers Press,Dystopian,28
6613,Four Blondes,2.82,eng,256,23409,Grove Press,Young Adult,20
6614,Lipstick Jungle,3.41,eng,496,37514,Hachette Books,Science Fiction,18
6615,Lipstick Jungle,3.41,eng,532,422,Hachette Books,Non-fiction,30
6618,The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,4.3,eng,224,3510,Sterling,Horror,46
6619,Teach Your Child to Read in 100 Easy Lessons,4.17,en-US,395,2207,Touchstone,Young Adult,32
6624,It's Not Easy Being Green: And Other Things to Consider,4.2,eng,197,1409,Hyperion,Self-help,11
6625,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),4.13,eng,352,12509,Gallery Books,Children's,21
6628,The Big Over Easy (Nursery Crime  #1),3.94,eng,383,27137,Penguin,Thriller,15
6635,The Enneagram Made Easy: Discover the 9 Types of People,3.82,eng,161,1844,HarperSanFrancisco,Horror,38
6640,It's Easy Being Green: A Handbook for Earth-Friendly Living,3.55,eng,168,330,Gibbs Smith,Self-help,13
6644,Le Divorce,2.88,eng,320,3602,Plume,Mystery,50
6654,Divine Conspiracy: Rediscovering Our Hidden Life in God,4.22,en-US,384,52,Fount,Mystery,21
6655,The Divine Comedy,4.07,eng,895,3127,NAL,Fantasy,28
6656,The Divine Comedy,4.07,eng,798,86527,Everyman's Library,Romance,45
6657,Divine,4.28,eng,355,9043,Tyndale House Publishers,Thriller,24
6658,When the Emperor Was Divine,3.73,en-US,160,180,Penguin,Western,16
6659,Complete Divine (Dungeons & Dragons Edition 3.5),3.64,eng,191,803,Wizards of the Coast,Young Adult,15
6660,A Divine Revelation of Hell,4.18,eng,208,1164,Whitaker House,Thriller,38
6667,Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),4.1,eng,176,45253,Puffin Books,Memoir,47
6668,The Enormous Crocodile,3.78,eng,32,13986,Puffin,Romance,33
6670,The Magic Finger,3.68,eng,67,23558,Puffin Books,Non-fiction,30
6671,The Wonderful Story of Henry Sugar and Six More,4.14,eng,240,15116,Knopf Books for Young Readers,Non-fiction,23
6677,The Gremlins,3.44,eng,56,511,Dark Horse Books,Non-fiction,15
6678,Going Solo (Roald Dahl's Autobiography  #2),4.08,eng,209,17327,Puffin,Western,31
6680,Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,4.04,eng,640,307,Pelican Publishing,Biography,15
6689,James and the Giant Peach,4.01,eng,146,328542,Alfred A. Knopf,Non-fiction,32
6690,Danny the Champion of the World,4.09,eng,224,46753,Knopf Books for Young Readers,Biography,29
6691,My Uncle Oswald,3.89,eng,208,8170,Penguin (Non-Classics),Science Fiction,16
6693,Fantastic Mr. Fox,4.05,eng,96,83723,Knopf Books for Young Readers,Mystery,22
6694,The Giraffe and the Pelly and Me,3.82,eng,32,17232,Puffin,Biography,15
6708,The Power of Now: A Guide to Spiritual Enlightenment,4.13,eng,229,159883,New World Library,Dystopian,50
6721,Wild Things: Four Tales,3.58,eng,97,67,Cemetery Dance Publications,Horror,39
6745,Wild Things (Prowlers Book 1),4.03,eng,311,7,Pocket Books,Self-help,32
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,4.25,eng,353,27674,Back Bay Books,Young Adult,11
6749,Oblivion,4.07,eng,329,10633,Back Bay Books,Non-fiction,23
6751,Consider the Lobster and Other Essays,4.23,eng,343,32876,Little  Brown and Company,Self-help,22
6753,Brief Interviews with Hideous Men,3.86,eng,273,18335,Abacus,Fantasy,26
6763,Diabetes Meal Planning Made Easy,3.42,eng,301,33,American Diabetes Association,Romance,17
6764,Easy French Reader,3.85,eng,228,297,McGraw-Hill Education,Historical Fiction,13
6781,Algebra the Easy Way,4.06,eng,392,23,Barrons Educational Series,Dystopian,40
6793,Easy Riders  Raging Bulls,4.12,eng,512,5305,Simon  Schuster,Non-fiction,38
6794,Cloud Atlas,4.02,eng,529,6985,Sceptre,Fantasy,50
6795,The Cloud Atlas,3.38,en-GB,368,1748,Dial Press,Biography,44
6800,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,3.45,eng,311,234,Ballantine Books,Western,48
6810,The McDougall Quick and Easy Cookbook,4.01,eng,336,308,Plume,Historical Fiction,27
6815,American Sign Language The Easy Way,3.75,eng,480,34,Barrons Educational Series,Non-fiction,17
6819,Ghostwritten,4.05,eng,426,20880,Vintage,Western,50
6823,Romeo & Juliet,3.74,eng,288,179,Nelson Thornes Ltd,Young Adult,44
6838,Easy Prey (Lucas Davenport  #11),4.08,eng,480,11676,Simon & Schuster,Young Adult,31
6851,Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,4,eng,368,4208,Berkley Books,Fantasy,23
6854,Three to Get Deadly (Stephanie Plum  #3),4.15,eng,321,125114,St. Martin's Press,Non-fiction,42
6855,Smitten (Elsie Hawkins #2),3.67,eng,234,11968,HarperTorch,Mystery,10
6856,Manhunt,3.7,eng,219,12152,HarperTorch,Biography,45
6857,Three Plums In One (Stephanie Plum  #1-3),4.31,eng,1016,2983,Scribner,Science Fiction,13
6858,Hot Six (Stephanie Plum  #6),4.19,eng,336,108961,St. Martin's Paperbacks,Self-help,29
6862,Amsterdam,3.43,eng,208,35998,Anchor Books/Knopf Doubleday Publishing Group,Fantasy,40
6866,Fodor's Amsterdam (Fodor's Gold Guides),3.43,eng,288,6,Fodor's,Young Adult,24
6869,The Child in Time,3.58,eng,263,8285,Anchor,Fantasy,18
6870,Enduring Love,3.63,eng,245,30776,Vintage,Fantasy,33
6871,Black Dogs,3.44,eng,149,7938,Anchor,Dystopian,37
6872,The Comfort of Strangers,3.41,eng,128,11116,Anchor,Non-fiction,21
6876,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,3.57,eng,279,7,Harlequin Anthologies,Horror,26
6896,Las rubias de 5th Avenue,3.28,spa,304,5,Debolsillo,Fantasy,35
6899,Tuesdays with Morrie,4.1,en-US,192,5541,Anchor Books,Dystopian,26
6902,La Dernière Leçon,4.1,fre,209,3,French & European Pubns,Romance,32
6903,My Sister's Keeper,3.86,eng,252,89,Limitless Corporation,Mystery,37
6904,My Sister's Keeper (Gillian Adams  #2),3.7,eng,228,22,Poisoned Pen Press,Horror,28
6905,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,4.27,eng,272,22,University of Michigan Press,Thriller,39
6919,Baby's Alphabet,3.75,eng,32,4,Roaring Brook Press,Mystery,36
6925,Welcome to the Monkey House,4.15,en-US,9,61,Caedmon,Non-fiction,37
6932,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,3.7,eng,382,4171,Ten Speed Press,Romance,28
6937,You Can Have What You Want: Proven Strategies for Inner and Outer Success,4.14,en-US,240,21,Hay House,Historical Fiction,37
6952,Like Water for Chocolate,3.95,eng,222,283199,Black Swan,Mystery,44
6953,Like Water for Chocolate,3.95,eng,0,121,Random House Audio,Historical Fiction,16
6954,Como agua para chocolate,3.95,spa,248,11,Turtleback Books,Thriller,36
6956,The Radicalism of the American Revolution,4.06,eng,447,4246,Vintage,Thriller,19
6969,Emma,4,eng,474,549271,Penguin Books,Dystopian,14
6970,Prince of Ice (Tale of the Demon World  #3),3.99,en-US,294,1335,Berkley Sensation,Memoir,26
6971,Emma Lazarus,3.88,eng,368,30,Schocken,Science Fiction,21
6974,Strange Attractions,3.68,en-US,312,1221,Berkley Books,Biography,23
6976,The Mermaid Chair,3.13,eng,368,68363,Penguin Books,Science Fiction,35
6980,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,3.95,en-US,253,572,HarperOne,Dystopian,20
6981,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,4.13,eng,240,2366,HarperOne,Romance,48
6984,With Open Hands,4.3,en-US,125,782,Ave Maria Press,Romance,46
6987,Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,3.86,eng,320,1033,W. W. Norton  Company,Memoir,23
6988,Yeah  I Said It,3.71,en-US,247,458,Atria Books,Mystery,31
6992,The Seven Daughters Of Eve,3.98,eng,368,153,Corgi,Thriller,26
6994,Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,3.71,eng,352,169,St. Martin's Griffin,Mystery,50
7003,If I Don't Write It Nobody Else Will: An Autobiography,3.88,eng,512,25,Fourth Estate,Western,13
7006,Hamlet,4.02,eng,352,9,SparkNotes,Thriller,28
7007,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),3.89,eng,192,38,Cliffs Notes,Young Adult,23
7009,A Midsummer Night's Dream,3.94,eng,162,2167,Signet Book,Historical Fiction,13
7010,A Midsummer Night's Dream,3.94,eng,3,62,AudioGO,Horror,43
7011,A Midsummer Night's Dream,3.94,eng,102,126,Oxford University Press  USA,Western,37
7015,A Midsummer Night's Dream,3.94,eng,99,14,Oxford University Press  USA,Self-help,13
7023,The Burning (Guardians of Ga'Hoole  #6),4.08,eng,224,9175,Scholastic Paperbacks,Self-help,27
7027,The Siege (Guardians of Ga'Hoole  #4),4.1,eng,203,9256,Scholastic  Inc.,Western,11
7034,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),4.08,eng,256,1070,Anchor,Self-help,42
7035,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),3.98,eng,227,33028,Random House Anchor,Non-fiction,46
7037,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),4.08,eng,10,133,Recorded Books  Inc.,Children's,21
7041,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),4.02,eng,198,480,Pantheon Books,Fantasy,34
7045,The Tale of Genji,3.72,en-US,1090,317,Alfred A. Knopf,Memoir,43
7048,The Tale of Genji,4.05,eng,81,475,Dark Horse Books,Non-fiction,25
7050,The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),3.74,eng,238,46,Kodansha America,Dystopian,40
7052,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),4.06,eng,227,386,Pantheon,Thriller,21
7053,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),4.08,eng,233,22026,Pantheon,Dystopian,27
7054,Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),3.96,ger,238,11,Nymphenburger,Young Adult,28
7055,Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),3.98,ger,240,2,Nymphenburger,Historical Fiction,33
7058,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),4.07,eng,213,20290,Pantheon Books,Historical Fiction,21
7061,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),3.78,eng,235,208669,Anchor Books,Western,32
7062,Paris to the Moon,3.76,eng,368,12356,Random House Trade Paperbacks,Science Fiction,45
7064,The Belly of Paris (Les Rougon-Macquart  #3),3.91,eng,397,8,Sun and Moon Press,Biography,22
7071,My Movie Business: A Memoir,3.34,eng,222,1113,Ballantine Books,Science Fiction,24
7076,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,3.83,eng,718,304,Wings,Fantasy,30
7078,The Headmaster's Papers,3.99,eng,240,11,Paul S. Eriksson,Science Fiction,39
7086,Blade Runner,4.08,eng,216,49,Del Rey,Self-help,31
7089,The Android (Animorphs  #10),3.77,eng,170,3856,Scholastic  Inc.,Young Adult,24
7090,The Soul of a New Machine,4.11,eng,293,5480,Back Bay Books,Fantasy,37
7092,No Better Place to Die: The Battle Of Stones River,4.17,eng,282,273,University of Illinois Press,Romance,20
7093,Never Call Retreat,4.33,eng,558,1552,Phoenix Press (UK),Mystery,17
7101,The 42nd Parallel (U.S.A.  #1),3.82,eng,326,5290,Mariner Books,Dystopian,34
7102,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,4.1,eng,1344,9,Gallimard,Western,42
7103,The Big Money (U.S.A.  #3),4.03,en-US,464,2090,Mariner Books,Horror,42
7104,1919 (U.S.A.  #2),4,en-US,400,2185,Mariner Books,Dystopian,46
7113,The King in the Window,3.6,en-US,410,805,Miramax Books,Fantasy,36
7118,The Karamazov Brothers,4.32,eng,1054,235,Oxford University Press,Children's,29
7119,The Grand Inquisitor: with related chapters from The Brothers Karamazov,4.36,eng,128,210,Hackett Publishing Company  Inc.,Biography,43
7126,The Count of Monte Cristo,4.25,eng,1276,647271,Penguin Classics,Science Fiction,10
7127,The Count of Monte Cristo,4.25,eng,620,193,Simon  Schuster,Horror,22
7131,The Count of Monte Cristo,4.25,eng,1462,9921,Modern Library,Thriller,12
7135,The Brothers Karamazov,4.32,eng,1072,1022,Bantam Classics,Dystopian,15
7138,Crime and Punishment,4.21,en-US,560,2041,Signet,Fantasy,49
7139,Crime and Punishment in American History,3.86,eng,590,112,Basic Books,Historical Fiction,29
7140,Crime and Punishment in America,3.83,eng,240,69,Picador,Biography,35
7141,Cliffsnotes on Dostoevsky's Crime and Punishment,3.72,eng,128,30,Cliffs Notes,Self-help,18
7142,On Crimes and Punishments,3.92,eng,129,1,Hackett Publishing Company  Inc.,Fantasy,11
7144,Crime and Punishment,4.21,eng,671,483122,Penguin,Children's,29
7150,Crime and Punishment (Norton Critical Editions),4.21,eng,690,34,Norton and Co.,Fantasy,45
7154,The Politics of Injustice: Crime and Punishment in America,3.87,eng,272,37,Sage Publications  Inc,Non-fiction,20
7160,The Beginning and the End,4.08,eng,412,363,Anchor Books,Self-help,25
7182,The Black Tulip,3.8,eng,246,10208,Penguin Classics,Dystopian,31
7186,La Dame aux Camélias,3.99,eng,256,15211,Oxford University Press,Horror,38
7188,The Women's War,3.93,eng,546,292,Penguin Classics,Children's,45
7197,The Knight of Maison-Rouge,3.89,eng,448,1172,Modern Library,Self-help,25
7199,The Way the Crow Flies,4.09,en-US,848,11330,Harper Perennial,Non-fiction,49
7201,As the Crow Flies,4.1,eng,800,16264,St. Martin's Paperbacks,Children's,10
7208,Under The Tuscan Sun - At Home In Italy,3.75,en-US,291,1036,Broadway Books,Non-fiction,43
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.9,eng,243,96614,Thomas Nelson,Self-help,16
7220,The Secret Life of Bees,4.05,eng,302,1284,Penguin Books,Self-help,25
7230,The Wounded Healer: Ministry in Contemporary Society,4.26,eng,100,8024,Darton  Longman & Todd,Western,15
7231,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,4.2,eng,219,122,Ave Maria Press,Horror,11
7240,The Prodigal Son (Roger the Chapman  #15),4.07,en-GB,252,102,Severn House Publishers,Mystery,40
7244,The Poisonwood Bible,4.06,eng,546,613758,Harper Perennial Modern Classics,Thriller,31
7246,The Poisonwood Bible,4.06,eng,616,1390,Faber and Faber,Dystopian,42
7252,How to Make Love Like a Porn Star: A Cautionary Tale,3.76,eng,592,10537,It Books,Fantasy,24
7260,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,4.16,eng,448,1171,St. Martin's Griffin,Young Adult,21
7263,No Dominion (Joe Pitt  #2),3.99,eng,251,4698,Del Rey,Children's,21
7264,Dominion (Ollie Chandler #2),4.22,eng,603,4180,Multnomah Books,Romance,27
7266,O Is for Old Dominion: A Virginia Alphabet,3.76,eng,40,20,Sleeping Bear Press,Thriller,11
7268,Dominion,3.75,eng,225,298,Dark Horse Manga,Science Fiction,38
7269,Essentials of Conservation Biology,3.92,eng,585,37,Sinauer Associates,Mystery,50
7271,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,4.59,eng,496,16,Island Press,Fantasy,31
7277,Key Topics in Conservation Biology,3.33,en-GB,307,3,Wiley-Blackwell,Dystopian,12
7286,The Sawtooth Wolves,4.58,eng,191,38,Rufus Publications,Western,43
7304,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,4.13,eng,221,66,HarperOne,Horror,34
7315,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,3.68,en-US,480,72,Atria Books,Western,40
7321,The Complete Dream Dictionary,3.68,eng,390,36,Booksales,Fantasy,42
7331,Letters from Father Christmas,4.25,eng,111,7043,Mariner Books,Thriller,12
7332,The Silmarillion,3.92,eng,386,166136,Houghton Mifflin Company,Historical Fiction,15
7336,J.R.R. Tolkien: A Biography,4.08,eng,288,9057,Mariner Books,Romance,17
7337,The Tolkien Reader,3.99,eng,251,4200,Del Rey,Historical Fiction,31
7338,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,3.79,eng,323,39,Mythopoeic Press,Self-help,24
7339,The Monsters and the Critics and Other Essays,3.93,eng,240,3441,HarperCollins,Memoir,33
7340,The Maps of Tolkien's Middle-earth,4.14,eng,80,7649,Houghton Mifflin Harcourt,Historical Fiction,39
7341,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,4.09,eng,169,577,Westminster John Knox Press,Non-fiction,49
7342,The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),4.17,eng,465,102,HarperCollins,Mystery,32
7343,Tolkien and the Great War: The Threshold of Middle-earth,3.71,en-US,398,6230,Mariner Books,Non-fiction,26
7344,Tolkien and C.S. Lewis: The Gift of a Friendship,4.01,eng,244,1354,Paulist Press,Romance,37
7347,The Book of Lost Tales  Part One (The History of Middle-Earth  #1),3.83,eng,367,10727,Del Rey/Ballantine Books,Young Adult,14
